Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price,Avg Close,Avg Open
1088.67,1132.741,1080.0,1128.458,2575.18016495,2842612.79793,1103.85006712,5437.992746913579,5422.111800411522
1125.771,1139.999,1102.56,1125.669,2198.07601363,2470387.14326,1123.88612948,5437.992746913579,5422.111800411522
1122.092,1193.43,1122.092,1182.0,3010.45673031,3484088.73156,1157.32895161,5437.992746913579,5422.111800411522
1177.781,1214.973,1056.658,1185.0,4999.21394767,5850430.83211,1170.27014514,5437.992746913579,5422.111800411522
1174.574,1185.0,1120.403,1146.834,2223.26888247,2571486.60741,1156.62420667,5437.992746913579,5422.111800411522
1147.454,1184.44,1130.0,1167.0,1722.74636631,2000925.71679,1161.47435044,5437.992746913579,5422.111800411522
1167.0,1196.991,1161.98,1190.211,1837.69005499,2176920.13087,1184.59591429,5437.992746913579,5422.111800411522
1191.83,1208.5,1175.808,1180.0,2027.08165468,2414543.85721,1191.14286868,5437.992746913579,5422.111800411522
1181.998,1229.998,1177.179,1225.0,2248.94255154,2727608.91833,1212.84063769,5437.992746913579,5422.111800411522
1228.71,1282.385,1212.421,1254.0,2886.5383,3595171.5673,1245.49588249,5437.992746913579,5422.111800411522
1254.0,1288.0,1235.278,1276.999,2729.15461471,3453515.38721,1265.41580627,5437.992746913579,5422.111800411522
1277.0,1280.235,1232.499,1261.266,1414.87236665,1782784.53553,1260.03205487,5437.992746913579,5422.111800411522
1264.63,1277.724,1237.775,1267.984,1203.81215827,1514302.95913,1257.92296475,5437.992746913579,5422.111800411522
1268.01,1279.91,1257.384,1275.0,1005.16184234,1279617.11891,1273.04585691,5437.992746913579,5422.111800411522
1274.904,1279.9,1158.448,1224.917,4081.77712921,5023497.42859,1230.71330687,5437.992746913579,5422.111800411522
1234.455,1238.11,1131.342,1143.387,3161.96380674,3743742.5864,1183.99286495,5437.992746913579,5422.111800411522
1143.388,1205.396,1105.0,1187.194,2289.80134809,2677938.68079,1169.50698934,5437.992746913579,5422.111800411522
1185.201,1310.982,968.0,1111.0,8294.81004874,9482389.69758,1143.17140982,5437.992746913579,5422.111800411522
1107.563,1191.088,1105.002,1174.969,3741.85717652,4327658.75113,1156.55369699,5437.992746913579,5422.111800411522
1174.82,1231.942,1138.0,1224.369,1965.52362399,2335674.31867,1188.32167172,5437.992746913579,5422.111800411522
1224.199,1241.058,1180.0,1230.0,4085.58483833,4979973.54696,1218.9132631,5437.992746913579,5422.111800411522
1229.991,1259.722,1218.0,1243.995,2525.7347183,3129168.47753,1238.91414837,5437.992746913579,5422.111800411522
1245.927,1259.0,1238.503,1252.92,2410.08624758,3016281.57546,1251.52432967,5437.992746913579,5422.111800411522
1252.95,1255.92,1025.0,1165.1,6834.24568947,8131355.51193,1189.79560897,5437.992746913579,5422.111800411522
1165.1,1165.1,983.9,1021.16,8378.76056902,9163298.68297,1093.63414881,5437.992746913579,5422.111800411522
1030.249,1079.999,923.601,954.988,6809.69603319,6752911.6195,991.661241059,5437.992746913579,5422.111800411522
950.999,1039.998,943.896,1017.937,4299.73879027,4292828.40825,998.392836785,5437.992746913579,5422.111800411522
1007.44,1039.998,902.0,1030.0,3228.56027229,3277990.10785,1015.31017896,5437.992746913579,5422.111800411522
1029.999,1114.996,1029.999,1110.368,3491.83945085,3763874.70515,1077.90600288,5437.992746913579,5422.111800411522
1109.99,1113.0,975.626,1032.01,3833.96010786,3993469.08654,1041.60423536,5437.992746913579,5422.111800411522
1030.01,1052.63,1006.4,1024.03,2445.78469791,2527754.77932,1033.51483942,5437.992746913579,5422.111800411522
1025.002,1033.0,911.23,921.302,4800.93919929,4675368.43258,973.844541351,5437.992746913579,5422.111800411522
921.817,960.0,881.891,951.079,4831.80778438,4456628.78864,922.35225148,5437.992746913579,5422.111800411522
951.27,994.569,923.005,961.875,2850.42628474,2740527.73562,961.4448724,5437.992746913579,5422.111800411522
958.73,1044.437,948.323,1039.851,3334.31478794,3344420.51727,1003.03082641,5437.992746913579,5422.111800411522
1039.961,1067.8,1016.127,1043.281,4578.76417589,4772040.77932,1042.21152171,5437.992746913579,5422.111800411522
1043.3,1060.06,1006.898,1043.43,3867.97754654,3998225.7306,1033.67345919,5437.992746913579,5422.111800411522
1042.141,1057.51,1022.79,1040.0,3219.42627621,3334838.89436,1035.84881536,5437.992746913579,5422.111800411522
1040.001,1088.959,1040.001,1079.78,3657.23042586,3889678.35948,1063.55845997,5437.992746913579,5422.111800411522
1080.03,1108.218,1070.0,1091.726,2543.24790958,2764629.79871,1087.04691678,5437.992746913579,5422.111800411522
1096.008,1117.955,1081.0,1107.459,3050.13233054,3357947.01364,1100.91846836,5437.992746913579,5422.111800411522
1107.221,1161.4,1107.221,1148.428,4134.64722763,4698592.05845,1136.39490863,5437.992746913579,5422.111800411522
1149.967,1165.648,1125.0,1141.998,3244.89795693,3715635.48233,1145.0700551,5437.992746913579,5422.111800411522
1141.999,1146.883,1112.729,1138.16,2280.80129201,2578486.48574,1130.51781178,5437.992746913579,5422.111800411522
1138.21,1206.794,1138.21,1191.56,3858.67519047,4524307.32898,1172.50276472,5437.992746913579,5422.111800411522
1191.74,1205.0,1175.203,1191.88,1736.14682991,2071180.27007,1192.97529125,5437.992746913579,5422.111800411522
1194.213,1204.999,1170.82,1182.47,1226.28896472,1456701.48542,1187.89414838,5437.992746913579,5422.111800411522
1182.469,1220.0,1175.392,1211.0,1929.76807813,2315191.63331,1199.72532427,5437.992746913579,5422.111800411522
1209.66,1219.0,1189.449,1211.23,1624.62890774,1966461.73181,1210.40671038,5437.992746913579,5422.111800411522
1213.29,1234.622,1198.0,1223.499,1381.25806694,1682894.44807,1218.37800506,5437.992746913579,5422.111800411522
1223.499,1230.411,1210.535,1219.149,1511.84995905,1845401.7863,1220.62495372,5437.992746913579,5422.111800411522
1218.615,1219.5,1151.0,1174.13,2865.65624627,3397944.5183,1185.74742617,5437.992746913579,5422.111800411522
1175.899,1197.992,1168.953,1187.991,1638.36379117,1944823.41076,1187.05224153,5437.992746913579,5422.111800411522
1188.0,1198.18,1170.057,1175.008,1139.76355432,1353099.59822,1187.17570244,5437.992746913579,5422.111800411522
1180.53,1193.33,1175.0,1180.998,660.77880033,781637.303608,1182.90311859,5437.992746913579,5422.111800411522
1180.994,1210.986,1175.0,1197.5,1856.53718947,2212497.45344,1191.73344116,5437.992746913579,5422.111800411522
1200.398,1218.0,1197.1,1202.378,2141.0172083,2586888.00731,1208.2518521,5437.992746913579,5422.111800411522
1202.39,1212.563,1197.1,1204.2,1959.43227945,2360717.09647,1204.79647153,5437.992746913579,5422.111800411522
1209.0,1249.478,1206.34,1241.877,2311.65247676,2840285.00789,1228.68166234,5437.992746913579,5422.111800411522
1241.873,1254.91,1236.01,1248.999,1985.63803239,2473088.40823,1245.48803351,5437.992746913579,5422.111800411522
1248.985,1250.985,1212.0,1235.488,1659.24103,2051788.56577,1236.58258726,5437.992746913579,5422.111800411522
1235.397,1245.0,1228.0,1242.48,1303.85294933,1614833.62865,1238.50901244,5437.992746913579,5422.111800411522
1244.32,1259.496,1234.097,1251.016,1587.45415051,1978572.58899,1246.38093538,5437.992746913579,5422.111800411522
1252.3,1280.0,1248.42,1276.07,1624.23708372,2057574.11253,1266.7941972,5437.992746913579,5422.111800411522
1276.349,1314.701,1269.001,1290.521,3355.71416436,4345486.02188,1294.95118149,5437.992746913579,5422.111800411522
1290.52,1345.466,1290.511,1333.7,3316.58899494,4378275.57083,1320.11400192,5437.992746913579,5422.111800411522
1335.493,1355.55,1292.14,1328.64,3550.7282978,4697843.37091,1323.06472839,5437.992746913579,5422.111800411522
1322.92,1339.229,1312.0,1335.926,2124.5495966,2819618.49654,1327.1605902,5437.992746913579,5422.111800411522
1335.927,1352.0,1309.37,1350.717,1779.96768938,2364721.90158,1328.51956566,5437.992746913579,5422.111800411522
1344.601,1438.874,1325.76,1397.234,5314.13824244,7349853.63697,1383.07535515,5437.992746913579,5422.111800411522
1397.237,1471.569,1381.436,1455.2,5160.18344912,7386740.77661,1431.48801771,5437.992746913579,5422.111800411522
1454.501,1523.777,1446.247,1513.599,5193.27639482,7678098.50626,1478.46906703,5437.992746913579,5422.111800411522
1513.598,1618.6,1450.0,1535.415,9172.90148331,14131748.3389,1540.5974178,5437.992746913579,5422.111800411522
1535.418,1597.901,1491.335,1518.031,7859.93197098,12175821.6924,1549.10013691,5437.992746913579,5422.111800411522
1514.473,1572.999,1513.705,1535.422,3478.67650695,5378467.60699,1546.12468168,5437.992746913579,5422.111800411522
1535.422,1563.363,1358.0,1505.164,5592.76035036,8437739.07597,1508.68954638,5437.992746913579,5422.111800411522
1505.164,1677.399,1485.982,1670.059,7031.97886357,11173579.2448,1588.96655715,5437.992746913579,5422.111800411522
1668.525,1768.681,1639.004,1721.749,8209.65256373,14032044.9003,1709.21300156,5437.992746913579,5422.111800411522
1721.751,1794.0,1685.0,1782.0,5282.78134717,9234161.13245,1747.97337342,5437.992746913579,5422.111800411522
1781.999,1886.616,1753.349,1836.059,7053.15854315,12896195.2171,1828.42837549,5437.992746913579,5422.111800411522
1830.001,1837.981,1639.0,1698.188,6996.65421712,12184863.7675,1741.52721992,5437.992746913579,5422.111800411522
1698.188,1795.633,1608.001,1783.57,5521.86134078,9355472.21418,1694.26061917,5437.992746913579,5422.111800411522
1785.0,1818.0,1752.85,1788.04,2598.56417973,4641873.72845,1786.32252559,5437.992746913579,5422.111800411522
1787.88,1795.16,1699.12,1739.75,4579.84522357,7953515.10573,1736.63403837,5437.992746913579,5422.111800411522
1739.75,1791.262,1701.0,1786.85,6118.34973203,10677506.7311,1745.1612279,5437.992746913579,5422.111800411522
1786.841,1880.0,1763.403,1836.056,7585.59118773,13840376.1028,1824.5612979,5437.992746913579,5422.111800411522
1836.05,2589.0,1821.072,1900.0,6693.3824515,12585954.4455,1880.35788134,5437.992746913579,5422.111800411522
1899.001,1971.994,1851.535,1961.793,7582.81121885,14602858.1885,1925.78422,5437.992746913579,5422.111800411522
1961.793,2046.477,1957.0,2039.114,6004.57879105,11957237.1297,1991.35318993,5437.992746913579,5422.111800411522
2039.115,2096.837,1990.0,2011.106,5935.44935035,12062421.0367,2032.26753775,5437.992746913579,5422.111800411522
2007.227,2197.192,1900.1,2085.992,9816.82174797,20623116.1276,2100.79358239,5437.992746913579,5422.111800411522
2080.052,2249.998,2079.251,2231.967,7547.2781841,16306205.758,2160.54123887,5437.992746913579,5422.111800411522
2233.975,2474.72,2231.967,2408.24,9468.72844229,22171468.8926,2341.54660024,5437.992746913579,5422.111800411522
2408.24,2722.237,2201.0,2259.2,14233.4747103,35472298.5304,2492.17420571,5437.992746913579,5422.111800411522
2259.2,2573.693,2030.0,2203.709,10871.9988566,25238887.38,2321.45787659,5437.992746913579,5422.111800411522
2199.787,2290.0,1812.99,2008.0,12534.3991475,25222205.4049,2012.2388882,5437.992746913579,5422.111800411522
1995.016,2270.0,1995.016,2137.213,7017.33573788,15014667.3187,2139.65354937,5437.992746913579,5422.111800411522
2129.343,2326.33,2051.681,2245.273,4466.55258893,9850285.26862,2205.34407073,5437.992746913579,5422.111800411522
2259.4,2315.38,2133.0,2159.097,7795.44975019,17455992.5377,2239.2540645,5437.992746913579,5422.111800411522
2158.015,2334.739,2130.0,2291.301,8836.66199251,19778773.5882,2238.26300078,5437.992746913579,5422.111800411522
2291.301,2456.11,2291.301,2399.0,10561.400872,25156075.4023,2381.88813275,5437.992746913579,5422.111800411522
2399.981,2497.65,2371.154,2487.183,7019.74562439,16999229.1845,2421.63036869,5437.992746913579,5422.111800411522
2485.432,2588.773,2450.409,2549.719,5467.76714269,13797104.689,2523.35264633,5437.992746913579,5422.111800411522
2549.692,2570.0,2480.0,2520.551,5772.87682718,14546142.4421,2519.73892351,5437.992746913579,5422.111800411522
2522.768,2692.373,2515.0,2690.0,6539.22652292,17027420.3466,2603.88905124,5437.992746913579,5422.111800411522
2690.999,2934.278,2690.999,2867.0,11717.2147828,33024286.8706,2818.44171015,5437.992746913579,5422.111800411522
2871.9,2885.0,2630.0,2690.001,7816.34335809,21816095.3041,2791.08712407,5437.992746913579,5422.111800411522
2693.002,2818.052,2615.99,2811.631,5274.32402683,14492800.24,2747.80240392,5437.992746913579,5422.111800411522
2810.339,2865.339,2793.11,2816.467,3812.55353931,10780698.0803,2827.68437719,5437.992746913579,5422.111800411522
2816.463,2907.924,2787.891,2816.269,6116.9691655,17396389.4394,2843.9557187,5437.992746913579,5422.111800411522
2816.214,2929.998,2781.893,2924.879,4738.1915798,13521303.2101,2853.68436088,5437.992746913579,5422.111800411522
2924.876,2948.0,2400.0,2609.442,10270.9036694,27774647.4056,2704.20678645,5437.992746913579,5422.111800411522
2609.442,2778.164,2601.0,2710.0,7200.4129436,19452035.2259,2701.51661832,5437.992746913579,5422.111800411522
2710.0,2797.903,2318.43,2452.686,10307.6888616,27015229.3085,2620.88133152,5437.992746913579,5422.111800411522
2456.602,2510.761,2075.329,2428.707,15725.0686198,36601127.3482,2327.56550914,5437.992746913579,5422.111800411522
2428.72,2526.35,2308.311,2470.303,8199.12396206,20045403.5529,2444.82259881,5437.992746913579,5422.111800411522
2470.316,2678.0,2420.891,2642.243,5840.43140512,14934673.0589,2557.11813442,5437.992746913579,5422.111800411522
2646.838,2670.158,2460.001,2497.762,7006.94574528,18017797.3948,2571.41956707,5437.992746913579,5422.111800411522
2500.724,2592.0,2484.822,2584.858,6459.40340697,16498742.5181,2554.22079697,5437.992746913579,5422.111800411522
2584.859,2768.0,2579.0,2705.1,6385.09305493,16993358.358,2661.41122953,5437.992746913579,5422.111800411522
2705.1,2764.963,2570.0,2644.968,6443.29821865,17282608.7358,2682.26118819,5437.992746913579,5422.111800411522
2644.969,2735.31,2588.547,2684.987,4830.25325455,12876933.0556,2665.89190608,5437.992746913579,5422.111800411522
2684.98,2725.0,2660.112,2668.0,3467.61184512,9355391.79661,2697.93512494,5437.992746913579,5422.111800411522
2668.0,2701.788,2500.0,2547.431,4388.75826031,11390390.9642,2595.35620068,5437.992746913579,5422.111800411522
2555.092,2601.527,2408.0,2490.126,5293.36994113,13319462.3467,2516.2538222,5437.992746913579,5422.111800411522
2490.126,2535.779,2210.0,2405.0,9803.02096367,23567211.1977,2404.07638473,5437.992746913579,5422.111800411522
2404.374,2540.054,2257.008,2538.01,9163.27270786,21876403.7799,2387.40071123,5437.992746913579,5422.111800411522
2538.01,2600.0,2444.437,2554.021,7936.55979987,20081146.9476,2530.20798103,5437.992746913579,5422.111800411522
2554.014,2579.998,2498.003,2526.074,5462.7420328,13921520.5955,2548.44920589,5437.992746913579,5422.111800411522
2526.074,2547.953,2419.238,2445.0,5522.98436402,13830826.6639,2504.23063915,5437.992746913579,5422.111800411522
2443.36,2500.0,2364.01,2392.948,5294.89212957,12878057.7027,2432.16620613,5437.992746913579,5422.111800411522
2393.0,2525.0,2344.0,2505.571,5874.65109879,14340696.3594,2441.11456464,5437.992746913579,5422.111800411522
2500.911,2587.999,2469.212,2546.73,6427.10324836,16224119.2548,2524.32839925,5437.992746913579,5422.111800411522
2546.73,2647.65,2546.729,2599.071,5916.6169171,15384088.7968,2600.14954701,5437.992746913579,5422.111800411522
2597.708,2628.386,2536.011,2611.387,5114.56959655,13182329.7572,2577.40744521,5437.992746913579,5422.111800411522
2610.74,2620.0,2575.338,2605.641,3528.72318966,9163823.2594,2596.92324018,5437.992746913579,5422.111800411522
2606.8,2613.993,2470.201,2506.928,4956.84936433,12571742.247,2536.23649277,5437.992746913579,5422.111800411522
2506.928,2552.639,2470.201,2547.847,5186.4747058,13010444.5537,2508.53330859,5437.992746913579,5422.111800411522
2547.017,2560.417,2494.0,2499.001,2608.34571341,6609965.55494,2534.16006972,5437.992746913579,5422.111800411522
2499.12,2522.775,2265.0,2339.229,8795.77251745,21295128.0544,2421.0639841,5437.992746913579,5422.111800411522
2336.317,2404.178,2252.845,2302.2,9926.80163555,23125151.9244,2329.56724365,5437.992746913579,5422.111800411522
2302.2,2416.512,2235.0,2373.846,7603.57401073,17795928.9506,2340.46895914,5437.992746913579,5422.111800411522
2373.845,2417.084,2310.0,2336.402,6113.58367702,14456555.8297,2364.66148064,5437.992746913579,5422.111800411522
2338.641,2352.698,2133.77,2216.177,7547.155766,16947010.7937,2245.48310902,5437.992746913579,5422.111800411522
2216.178,2218.894,1956.202,1972.07,11774.5443371,24274792.5468,2061.63328719,5437.992746913579,5422.111800411522
1969.999,2042.87,1809.0,1907.239,13840.3033609,26477475.4649,1913.07045623,5437.992746913579,5422.111800411522
1905.05,2225.7,1905.002,2217.0,12866.5642179,26560598.723,2064.31167429,5437.992746913579,5422.111800411522
2217.0,2400.0,2144.94,2310.8,15041.4995145,34298855.4287,2280.28165647,5437.992746913579,5422.111800411522
2310.801,2400.0,2212.484,2254.998,9367.33940957,21611005.4825,2307.05908451,5437.992746913579,5422.111800411522
2254.998,2934.44,2254.64,2854.882,16465.54373,43030512.9149,2613.36726079,5437.992746913579,5422.111800411522
2854.882,2870.0,2614.7,2670.0,12131.7091406,33139871.7049,2731.67377496,5437.992746913579,5422.111800411522
2670.0,2875.0,2651.961,2831.131,8247.07931973,22997462.2657,2788.55839432,5437.992746913579,5422.111800411522
2833.599,2855.0,2672.26,2761.2,8021.95663598,22257376.3537,2774.55705181,5437.992746913579,5422.111800411522
2761.0,2809.377,2720.001,2755.898,5221.13369129,14414656.9318,2760.82892798,5437.992746913579,5422.111800411522
2755.898,2774.996,2440.211,2556.002,10789.6621137,27862832.7905,2582.36379386,5437.992746913579,5422.111800411522
2565.0,2617.013,2414.612,2525.0,9942.9701169,24817822.7801,2496.01703398,5437.992746913579,5422.111800411522
2526.699,2695.999,2511.166,2675.392,6869.44407154,17751186.2089,2584.07900611,5437.992746913579,5422.111800411522
2676.988,2851.954,2671.011,2800.0,9163.83609075,25326415.808,2763.73513856,5437.992746913579,5422.111800411522
2808.971,2808.999,2678.588,2715.999,7068.39098876,19334018.7178,2735.27861554,5437.992746913579,5422.111800411522
2716.0,2799.0,2653.0,2799.0,4432.01944492,12028854.5837,2714.07983046,5437.992746913579,5422.111800411522
2798.999,2910.0,2723.0,2876.133,7421.35930945,20858806.1781,2810.64496521,5437.992746913579,5422.111800411522
2876.133,2970.0,2599.0,2727.027,13128.8340297,36518804.6379,2781.57257188,5437.992746913579,5422.111800411522
2727.975,2761.514,2650.0,2700.8,6560.85694982,17774609.6213,2709.19024103,5437.992746913579,5422.111800411522
2700.9,2808.88,2697.7,2797.034,6069.83355832,16686358.8163,2749.06365322,5437.992746913579,5422.111800411522
2797.034,2888.2,2771.011,2875.968,5969.506676,16959799.4147,2841.0721916,5437.992746913579,5422.111800411522
2875.967,3350.0,2870.0,3256.31,12846.2877564,40692195.805,3167.62294109,5437.992746913579,5422.111800411522
3256.31,3299.1,3177.77,3235.032,5412.31929521,17563145.7468,3245.03134217,5437.992746913579,5422.111800411522
3236.994,3447.887,3191.0,3395.0,6389.08523775,21269097.7176,3328.97385558,5437.992746913579,5422.111800411522
3395.0,3492.0,3350.0,3430.52,7446.40589118,25533644.339,3428.98906025,5437.992746913579,5422.111800411522
3430.52,3444.9,3252.0,3371.878,6149.15996821,20626418.2271,3354.34731472,5437.992746913579,5422.111800411522
3370.0,3470.0,3340.0,3433.989,3997.94405102,13688579.3426,3423.90467897,5437.992746913579,5422.111800411522
3434.099,3735.199,3425.006,3670.0,5731.53683792,20353460.523,3551.13490475,5437.992746913579,5422.111800411522
3669.618,3975.0,3637.34,3884.626,8296.37663448,31690179.4778,3819.76143008,5437.992746913579,5422.111800411522
3889.09,4232.71,3841.468,4084.0,11504.3712118,46475746.0792,4039.8336618,5437.992746913579,5422.111800411522
4084.0,4423.0,3970.0,4355.662,9768.30274994,41156375.0084,4213.25751893,5437.992746913579,5422.111800411522
4350.021,4484.29,3821.0,4172.2,12347.2083171,51230382.2963,4149.14699585,5437.992746913579,5422.111800411522
4170.8,4399.0,3950.0,4388.0,7600.44702534,31826109.3032,4187.39966177,5437.992746913579,5422.111800411522
4381.01,4479.0,4200.0,4291.0,7641.76969396,33215013.3472,4346.50803118,5437.992746913579,5422.111800411522
4291.0,4354.996,3980.0,4141.0,9739.86573903,40865531.1004,4195.69757894,5437.992746913579,5422.111800411522
4130.0,4211.683,4002.636,4179.733,5163.2532409,21279685.6805,4121.37167937,5437.992746913579,5422.111800411522
4184.937,4198.0,4066.0,4078.244,4318.74607052,17768435.825,4114.2580589,5437.992746913579,5422.111800411522
4076.001,4116.969,3996.0,4005.704,5070.67114359,20508373.1503,4044.50862017,5437.992746913579,5422.111800411522
4007.398,4169.994,3620.0,4104.9,10243.5245657,40150470.0735,3919.59523464,5437.992746913579,5422.111800411522
4104.9,4279.99,4081.4,4151.0,5552.17923783,23200143.287,4178.56526117,5437.992746913579,5422.111800411522
4150.999,4380.0,4145.0,4334.682,4475.34873171,18952597.6043,4234.88732174,5437.992746913579,5422.111800411522
4334.999,4465.0,4313.99,4390.989,4496.68320251,19725736.6926,4386.73035307,5437.992746913579,5422.111800411522
4391.5,4392.1,4271.1,4351.749,2665.7511449,11541704.0291,4329.6254608,5437.992746913579,5422.111800411522
4360.4,4409.999,4326.0,4338.46,2241.11183796,9754880.46517,4352.69686231,5437.992746913579,5422.111800411522
4338.458,4399.0,4188.128,4387.828,4706.67506225,20222848.4976,4296.63153503,5437.992746913579,5422.111800411522
4387.699,4665.446,4346.1,4590.169,5540.05150058,25044673.1685,4520.65710326,5437.992746913579,5422.111800411522
4590.168,4641.999,4490.0,4579.75,4005.98910457,18331754.7596,4576.08702397,5437.992746913579,5422.111800411522
4581.12,4760.0,4576.83,4737.27,4116.62201611,19264637.1677,4679.7197052,5437.992746913579,5422.111800411522
4737.02,4919.95,4702.11,4919.9,4476.53958185,21552804.018,4814.6126319,5437.992746913579,5422.111800411522
4919.9,4965.0,4528.0,4630.4,7544.28673124,35527677.7663,4709.21626284,5437.992746913579,5422.111800411522
4630.45,4745.0,4463.846,4645.0,5063.75523135,23353471.0181,4611.88780879,5437.992746913579,5422.111800411522
4645.0,4660.0,4156.35,4344.11,9061.14572853,39731532.1418,4384.82431826,5437.992746913579,5422.111800411522
